iter	MultiClass
0	1.716734396
1	1.423875196
2	1.202301002
3	1.034000233
4	0.9071390319
5	0.8001689096
6	0.7165283322
7	0.6447009084
8	0.583045994
9	0.5281443661
10	0.4754713556
11	0.4304550552
12	0.3923637433
13	0.3570164876
14	0.3271832251
15	0.2998118368
16	0.2738855593
17	0.2519497392
18	0.2305334568
19	0.2118047707
20	0.1954738896
21	0.1795422269
22	0.1654916545
23	0.1529667315
24	0.1416491165
25	0.1309462756
26	0.1209434922
27	0.1120511747
28	0.1031487984
29	0.09546378556
30	0.08865373159
31	0.08250906308
32	0.07647214621
33	0.07068334285
34	0.06584755337
35	0.06183020942
36	0.0577062832
37	0.05428902764
38	0.05046197189
39	0.04730661895
40	0.04460935297
41	0.04122662958
42	0.03873761792
43	0.03612191162
44	0.03399302301
45	0.03211953199
46	0.03062335478
47	0.02882663317
48	0.027198369
49	0.02575201218
50	0.02453890693
51	0.02315987502
52	0.02189983729
53	0.02082341061
54	0.01964945607
55	0.01833192374
56	0.01749336672
57	0.01661666632
58	0.01593265768
59	0.01509535766
60	0.01449462763
61	0.01374876912
62	0.01319239349
63	0.01252947813
64	0.01204828445
65	0.01155603902
66	0.01100546751
67	0.01058895396
68	0.01020641442
69	0.009859365264
70	0.009340996143
71	0.008898094535
72	0.008458402773
73	0.008084997398
74	0.007801655903
75	0.007445817733
76	0.007119010243
77	0.006820597149
78	0.006589288584
79	0.006378011734
80	0.006183873659
81	0.005892853605
82	0.005644377409
83	0.005417079231
84	0.005231059036
85	0.005075898022
86	0.004927276134
87	0.004773441044
88	0.004580526468
89	0.004412517613
90	0.004247486293
91	0.003993399055
92	0.003833336396
93	0.003685270407
94	0.003585159348
95	0.003460437101
96	0.003368353637
97	0.003286747859
98	0.003172143487
99	0.003095385958
100	0.002966041474
101	0.002801158291
102	0.002752775135
103	0.002664132348
104	0.002582576022
105	0.002545128626
106	0.002464752159
107	0.002390407934
108	0.002337772383
109	0.002250236258
110	0.002186909918
111	0.002156417971
112	0.002093717937
113	0.002016741338
114	0.001990987479
115	0.00193561489
116	0.001884166317
117	0.001836367456
118	0.00181052664
119	0.001787632037
120	0.00172624166
121	0.001689171035
122	0.001646929802
123	0.001606852839
124	0.001569033659
125	0.001536539407
126	0.001501721413
127	0.001471598136
128	0.001439495876
129	0.001418343731
130	0.001372238942
131	0.001342037465
132	0.001328181552
133	0.001301568995
134	0.001263315153
135	0.001222550591
136	0.001206689949
137	0.001191995225
138	0.001168083891
139	0.001145600068
140	0.001126976273
141	0.001109287335
142	0.001089067253
143	0.001064677127
144	0.001045076958
145	0.001030701611
146	0.00102064754
147	0.001003102075
148	0.0009924717857
149	0.0009841946419
150	0.0009733690822
151	0.0009598257061
152	0.0009428962175
153	0.0009354125237
154	0.0009271988048
155	0.0009202849698
156	0.000910849802
157	0.0008972081112
158	0.00088420612
159	0.0008757176676
160	0.0008424413867
161	0.000828577878
162	0.0008154351089
163	0.0007971323131
164	0.0007850069897
165	0.0007827681526
166	0.0007735437846
167	0.0007648997083
168	0.0007623412287
169	0.0007561774823
170	0.0007512920192
171	0.000746344735
172	0.0007353197564
173	0.0007321907663
174	0.0007280822531
175	0.0007240176884
176	0.0007179969545
177	0.0007155988888
178	0.0007053119213
179	0.0006963160532
180	0.0006917203489
181	0.0006820437204
182	0.0006702780088
183	0.0006651211827
184	0.0006616056604
185	0.000656585901
186	0.0006479054085
187	0.0006443729024
188	0.0006399832257
189	0.0006368277483
190	0.0006290737348
191	0.0006252194035
192	0.0006171239243
193	0.00060718844
194	0.0006047603007
195	0.0006015329184
196	0.0005976935978
197	0.000596010026
198	0.0005920188115
199	0.0005881409973
200	0.0005777765144
201	0.0005741252782
202	0.0005725628366
203	0.000565530941
204	0.0005587905408
205	0.0005488590745
206	0.0005455341402
207	0.000540986645
208	0.000531731977
209	0.0005292965821
210	0.0005271982528
211	0.0005210870614
212	0.0005151146612
213	0.0005128966599
214	0.0005094581969
215	0.0005086181256
216	0.0005028826891
217	0.0005018620647
218	0.0004947990065
219	0.0004920568072
220	0.0004893022655
221	0.0004874346232
222	0.0004854470152
223	0.0004802076344
224	0.0004791502892
225	0.0004726617193
226	0.0004653148149
227	0.0004636779929
228	0.0004612423669
229	0.0004597614045
230	0.0004580597151
231	0.000453343691
232	0.0004504031759
233	0.0004438121599
234	0.0004393708373
235	0.0004377063603
236	0.0004331610137
237	0.0004310552371
238	0.0004289629722
239	0.000427571019
240	0.000425557745
241	0.0004224631684
242	0.0004218359337
243	0.0004200627212
244	0.0004194391444
245	0.0004153176812
246	0.000413452525
247	0.000409499418
248	0.0004076531256
249	0.00040421496
250	0.0004037655548
251	0.0003991608857
252	0.0003956886942
253	0.0003910176872
254	0.0003893216944
255	0.0003857680172
256	0.0003845045151
257	0.0003789984651
258	0.000377114672
259	0.0003757664291
260	0.0003724052905
261	0.0003718444456
262	0.0003685925334
263	0.0003674829278
264	0.000365976006
265	0.0003649844939
266	0.000363883019
267	0.0003633390446
268	0.0003599988148
269	0.0003595001148
270	0.0003555679947
271	0.0003542474914
272	0.0003537566351
273	0.0003523910266
274	0.0003518989973
275	0.0003514824994
276	0.0003496662157
277	0.000349210667
278	0.000347903357
279	0.0003469482061
280	0.0003456852193
281	0.0003452882166
282	0.0003425054354
283	0.0003412682827
284	0.0003383636288
285	0.0003355469008
286	0.0003343457034
287	0.0003321622997
288	0.0003302320556
289	0.0003290861727
290	0.0003263963952
291	0.0003253742481
292	0.0003242440132
293	0.0003231402106
294	0.0003220557937
295	0.0003209902237
296	0.0003199466687
297	0.0003191109264
298	0.0003165755985
299	0.0003150489461
300	0.0003139337294
301	0.0003131603957
302	0.0003121478964
303	0.0003111497862
304	0.0003087084196
305	0.0003077536685
306	0.0003054522819
307	0.0003045272363
308	0.0003036076164
309	0.0003027078864
310	0.0003018294749
311	0.0003000462761
312	0.0002980247691
313	0.0002957110504
314	0.0002951880337
315	0.0002944078906
316	0.0002930813637
317	0.0002927858472
318	0.0002919530596
319	0.0002898160788
320	0.0002876213573
321	0.0002851200933
322	0.000283006257
323	0.0002809488977
324	0.0002805826973
325	0.0002788030566
326	0.0002782014278
327	0.000276433714
328	0.0002744545121
329	0.000273697948
330	0.0002733623696
331	0.0002726828465
332	0.0002707727398
333	0.0002683718115
334	0.0002666453774
335	0.0002647700326
336	0.00026405642
337	0.0002635549979
338	0.0002630732616
339	0.0002624435135
340	0.0002606464351
341	0.0002603002438
342	0.0002585481972
343	0.0002578774072
344	0.0002573899448
345	0.000256729751
346	0.0002559907817
347	0.0002550132773
348	0.0002532646488
349	0.0002515890483
350	0.0002511252994
351	0.0002498556327
352	0.0002485413883
353	0.0002477644756
354	0.0002469689653
355	0.0002455276924
356	0.0002449144687
357	0.0002433814702
358	0.0002431749197
359	0.0002424132137
360	0.0002408605299
361	0.0002403908033
362	0.0002388747783
363	0.0002384308829
364	0.0002378442587
365	0.000237269413
366	0.0002361525209
367	0.000234952272
368	0.0002335116351
369	0.0002331062303
370	0.0002329562396
371	0.0002324052119
372	0.0002317304169
373	0.0002315758836
374	0.0002310716881
375	0.0002304769182
