iter	Passed	Remaining
296	427248	1011298
297	428754	1010018
298	430300	1008832
299	431912	1007795
300	433489	1006675
301	435094	1005616
302	436582	1004284
303	437996	1002781
304	439421	1001305
305	440811	999747
306	442234	998267
307	443638	996745
308	445036	995210
309	446436	993682
310	447851	992185
311	449305	990775
312	450702	989241
313	452108	987728
314	453515	986217
315	454929	984719
316	456343	983226
317	457748	981713
318	459148	980189
319	460569	978710
320	461991	977233
321	463391	975713
322	464784	974177
323	466191	972671
324	467600	971169
325	469012	969677
326	470435	968204
327	471855	966728
328	473275	965251
329	474677	963739
330	476070	962209
331	477477	960707
332	478882	959203
333	480288	957701
334	481705	956221
335	483091	954679
336	484485	953157
337	485903	951680
338	487321	950204
339	488724	948700
340	490131	947203
341	491517	945669
342	492917	944160
343	494318	942653
344	495720	941151
345	497121	939645
346	498541	938176
347	499950	936689
348	501376	935232
349	502775	933725
350	504188	932246
351	505593	930750
352	506997	929255
353	508449	927849
354	509851	926349
355	511257	924858
356	512664	923371
357	514078	921895
358	515472	920383
359	516859	918861
360	518384	917584
361	519890	916271
362	521332	914844
363	522748	913373
364	524167	911907
365	525568	910410
366	526970	908915
367	528373	907423
368	529773	905927
369	531181	904444
370	532593	902967
371	533989	901466
372	535395	899981
373	536810	898511
374	538202	897004
375	539601	895509
376	540999	894013
377	542420	892554
378	543822	891065
379	545233	889590
380	546637	888106
381	548041	886622
382	549440	885130
383	550835	883632
384	552243	882155
385	553642	880665
386	555047	879183
387	556449	877699
388	557865	876236
389	559289	874785
390	560681	873287
391	562085	871805
392	563509	870357
393	564905	868865
394	566303	867375
395	567692	865874
396	569080	864372
397	570486	862896
398	571881	861404
399	573297	859945
400	574712	858486
401	576143	857048
402	577554	855583
403	578950	854095
404	580355	852621
405	581776	851170
406	583223	849758
407	584631	848288
408	586023	846796
409	587434	845333
410	588830	843847
411	590232	842371
412	591628	840885
413	593053	839442
414	594473	837993
415	595886	836533
416	597296	835069
417	598705	833604
418	600088	832104
419	601502	830645
420	602945	829228
421	604339	827743
422	605790	826338
423	607192	824865
424	608603	823404
425	610008	821936
426	611412	820466
427	612827	819012
428	614232	817544
429	615636	816076
430	617038	814605
431	618452	813150
432	619857	811684
433	621256	810209
434	622656	808737
435	624058	807268
436	625471	805813
437	626868	804337
438	628284	802886
439	629689	801423
440	631086	799949
441	632504	798501
442	633926	797059
443	635338	795604
444	636754	794154
445	638163	792696
446	639570	791236
447	640979	789778
448	642388	788320
449	643799	786866
450	645191	785387
451	646588	783917
452	647998	782461
453	649417	781017
454	650818	779552
455	652218	778084
456	653626	776628
457	655037	775175
458	656439	773712
459	657849	772258
460	659256	770800
461	660666	769347
462	662081	767900
463	663495	766452
464	664914	765008
465	666393	763635
466	667806	762186
467	669209	760725
468	670612	759265
469	672024	757814
470	673431	756358
471	674837	754902
472	676241	753444
473	677654	751996
474	679068	750549
475	680484	749104
476	681897	747656
477	683303	746201
478	684712	744749
479	686110	743286
480	687510	741825
481	688915	740369
482	690309	738902
483	691712	737445
484	693118	735991
485	694513	734526
486	695925	733079
487	697314	731609
488	698702	730136
489	700096	728672
490	701492	727209
491	702926	725786
492	704328	724329
493	705754	722898
494	707141	721427
495	708533	719961
496	709962	718533
497	711366	717080
498	712765	715622
499	714155	714155
500	715565	712708
501	716958	711245
502	718373	709804
503	719784	708358
504	721173	706892
505	722595	705458
506	724007	704014
507	725431	702583
508	726839	701136
509	728251	699692
510	729709	698293
511	731101	696831
512	732497	695372
513	733920	693940
514	735314	692480
515	736719	691031
516	738183	689637
517	739599	688199
518	740997	686743
519	742407	685299
520	743822	683859
521	745218	682403
522	746618	680950
523	748058	679534
524	749471	678093
525	750944	676706
526	752357	675265
527	753782	673836
528	755187	672388
529	756578	670928
530	757973	669471
531	759388	668033
532	760798	666590
533	762184	665127
534	763584	663676
535	764984	662225
536	766378	660769
537	767809	659346
538	769223	657906
539	770610	656445
540	772023	655007
541	773423	653557
542	774839	652121
543	776234	650667
544	777642	649224
545	779061	647790
546	780475	646353
547	781885	644913
548	783294	643471
549	784679	642010
550	786092	640572
551	787496	639127
552	788908	637688
553	790316	636247
554	791713	634797
555	793130	633363
556	794530	631915
557	795922	630461
558	797366	629049
559	798764	627600
560	800197	626179
561	801613	624745
562	803003	623290
563	804401	621842
564	805809	620401
565	807218	618962
566	808665	617552
567	810074	616113
568	811486	614676
569	812904	613243
570	814310	611802
571	815700	610349
572	817101	608904
573	818509	607465
574	819902	606014
575	821320	604582
576	822725	603141
577	824128	601699
578	825516	600246
579	826930	598811
580	828331	597367
581	829749	595936
582	831154	594496
583	832543	593045
584	833957	591610
585	835359	590168
586	836756	588722
587	838157	587280
588	839581	585853
589	841012	584432
590	842417	582992
591	843816	581549
592	845238	580121
593	846624	578669
594	848031	577231
595	849432	575789
596	850834	574348
597	852248	572916
598	853639	571468
599	855049	570033
600	856454	568594
601	857843	567145
602	859258	565714
603	860670	564280
604	862081	562846
605	863503	561419
606	864911	559984
607	866303	558537
608	867692	557090
609	869087	555646
610	870602	554278
611	872126	552916
612	873568	551502
613	874970	550062
614	876386	548632
615	877777	547185
616	879191	545754
617	880602	544320
618	882154	542974
619	883685	541613
620	885207	540247
621	886724	538877
622	888229	537499
623	889759	536137
624	891245	534747
625	892731	533357
626	894200	531956
627	895641	530539
628	897090	529126
629	898522	527703
630	899942	526273
631	901446	524893
632	902881	523471
633	904339	522063
634	905784	520648
635	907242	519239
636	908681	517820
637	910137	516410
638	911590	514998
639	913028	513578
640	914435	512140
641	915836	510700
642	917253	509268
643	918661	507831
644	920068	506394
645	921488	504964
646	922881	503519
647	924292	502084
648	925710	500653
649	927123	499220
650	928532	497784
651	929960	496359
652	931370	494924
653	932789	493494
654	934187	492052
655	935603	490621
656	937002	489181
657	938426	487753
658	939823	486312
659	941237	484879
660	942621	483432
661	944021	481993
662	945435	480560
663	946833	479120
664	948227	477678
665	949637	476244
666	951034	474804
667	952436	473366
668	953851	471935
669	955255	470498
670	956649	469057
671	958046	467617
672	959453	466183
673	960869	464752
674	962282	463320
675	963699	461891
676	965109	460458
677	966526	459028
678	967935	457595
679	969347	456163
680	970738	454721
681	972180	453304
682	973585	451869
683	974999	450438
684	976391	448997
685	977784	447557
686	979186	446121
687	980600	444690
688	982015	443260
689	983418	441825
690	984813	440387
691	986196	438942
692	987601	437508
693	988984	436065
694	990400	434636
695	991810	433204
696	993218	431772
697	994628	430340
698	996024	428903
699	997438	427473
700	998866	426050
701	1000279	424620
702	1001685	423187
703	1003060	421741
704	1004458	420305
705	1005872	418876
706	1007261	417436
707	1008667	416004
708	1010069	414570
709	1011465	413133
710	1012872	411702
711	1014279	410270
712	1015677	408835
713	1017070	407397
714	1018466	405962
715	1019874	404531
716	1021289	403103
717	1022692	401670
718	1024112	400244
719	1025510	398809
720	1026920	397379
721	1028335	395951
722	1029790	394539
723	1031211	393113
724	1032605	391677
725	1033989	390238
726	1035401	388809
727	1036803	387377
728	1038228	385953
729	1039641	384525
730	1041043	383092
731	1042437	381657
732	1043865	380234
733	1045272	378804
734	1046694	377379
735	1048102	375949
736	1049500	374516
737	1050903	373084
738	1052329	371661
739	1053856	370273
740	1055369	368880
741	1056881	367486
742	1058384	366089
743	1059869	364686
744	1061350	363281
745	1062851	361882
746	1064359	360485
747	1065864	359087
748	1067351	357683
749	1068802	356267
750	1070210	354836
751	1071613	353404
752	1073001	351967
753	1074400	350533
754	1075874	349124
755	1077407	347734
756	1078878	346324
757	1080320	344904
758	1081764	343485
759	1083243	342076
760	1084672	340652
761	1086094	339226
762	1087516	337800
763	1088934	336372
764	1090373	334951
765	1091779	333520
766	1093211	332096
767	1094657	330677
768	1096076	329250
769	1097500	327824
770	1098939	326403
771	1100342	324971
772	1101769	323546
773	1103191	322120
774	1104596	320689
775	1106033	319267
776	1107421	317831
777	1108826	316400
778	1110262	314978
779	1111694	313554
780	1113119	312129
781	1114546	310704
782	1115976	309280
783	1117391	307852
784	1118822	306429
785	1120260	305007
786	1121680	303580
787	1123107	302155
788	1124523	300727
789	1125952	299303
790	1127378	297878
791	1128795	296451
792	1130196	295019
793	1131617	293593
794	1133020	292162
795	1134470	290743
796	1135898	289319
797	1137311	287890
798	1138765	286472
799	1140209	285052
800	1141633	283626
801	1143069	282204
802	1144473	280773
803	1145904	279349
804	1147332	277925
805	1148735	276494
806	1150163	275070
807	1151588	273644
808	1153057	272229
809	1154487	270805
810	1155923	269382
811	1157351	267958
812	1158782	266534
813	1160221	265112
814	1161638	263684
815	1163075	262262
816	1164484	260833
817	1165915	259409
818	1167336	257982
819	1168753	256555
820	1170185	255131
821	1171601	253704
822	1173009	252275
823	1174421	250847
824	1175842	249421
825	1177255	247993
826	1178693	246570
827	1180109	245143
828	1181537	243718
829	1182984	242298
830	1184385	240867
831	1185796	239439
832	1187218	238013
833	1188628	236585
834	1190062	235162
835	1191503	233739
836	1192918	232312
837	1194337	230886
838	1195763	229461
839	1197160	228030
840	1198577	226603
841	1200008	225179
842	1201432	223754
843	1202882	222333
844	1204295	220906
845	1205716	219480
846	1207156	218057
847	1208571	216630
848	1210004	215206
849	1211455	213786
850	1212874	212359
851	1214297	210934
852	1215712	209507
853	1217115	208078
854	1218624	206667
855	1220065	205244
856	1221494	203819
857	1222945	202398
858	1224364	200972
859	1225806	199549
860	1227241	198126
861	1228639	196696
862	1230076	195272
863	1231491	193845
864	1232923	192421
865	1234363	190998
866	1235784	189572
867	1237188	188143
868	1238601	186716
869	1240122	185305
870	1241626	183891
871	1243088	182471
872	1244496	181043
873	1245887	179613
874	1247295	178185
875	1248700	176756
876	1250115	175329
877	1251525	173902
878	1252897	172469
879	1254317	171043
880	1255718	169614
881	1257122	168186
882	1258508	166755
883	1259902	165326
884	1261300	163897
885	1262700	162469
886	1264102	161041
887	1265479	159610
888	1266882	158182
889	1268286	156754
890	1269675	155325
891	1271082	153897
892	1272556	152478
893	1273947	151049
894	1275347	149621
895	1276754	148194
896	1278165	146768
897	1279561	145339
898	1280994	143915
899	1282381	142486
900	1283776	141058
901	1285178	139631
902	1286571	138203
903	1287967	136775
904	1289374	135348
905	1290776	133921
906	1292176	132494
907	1293580	131067
908	1294968	129639
909	1296377	128213
910	1297771	126785
911	1299175	125359
912	1300570	123931
913	1301979	122505
914	1303378	121078
915	1304767	119651
916	1306176	118225
917	1307560	116797
918	1308965	115371
919	1310367	113944
920	1311758	112517
921	1313155	111091
922	1314544	109664
923	1315937	108237
924	1317350	106812
925	1318747	105385
926	1320136	103958
927	1321564	102535
928	1322981	101110
929	1324431	99688
930	1325846	98263
931	1327268	96839
932	1328657	95412
933	1330082	93988
934	1331531	92566
935	1332931	91140
936	1334327	89714
937	1335724	88288
938	1337120	86862
939	1338527	85437
940	1339941	84013
941	1341362	82589
942	1342764	81163
943	1344211	79741
944	1345614	78316
945	1347012	76890
946	1348401	75464
947	1349796	74039
948	1351219	72615
949	1352614	71190
950	1354016	69765
951	1355405	68339
952	1356822	66915
953	1358232	65491
954	1359626	64066
955	1361070	62643
956	1362481	61219
957	1363877	59794
958	1365284	58369
959	1366677	56944
960	1368077	55520
961	1369494	54096
962	1370880	52671
963	1372277	51246
964	1373684	49822
965	1375087	48398
966	1376485	46974
967	1377889	45550
968	1379284	44125
969	1380689	42701
970	1382105	41278
971	1383508	39854
972	1384933	38430
973	1386330	37006
974	1387723	35582
975	1389126	34158
976	1390525	32735
977	1391919	31311
978	1393384	29888
979	1394773	28464
980	1396174	27041
981	1397574	25617
982	1398974	24193
983	1400374	22770
984	1401791	21347
985	1403194	19923
986	1404586	18500
987	1405988	17076
988	1407405	15653
989	1408800	14230
990	1410203	12807
991	1411608	11383
992	1413000	9960
993	1414403	8537
994	1415788	7114
995	1417187	5691
996	1418606	4268
997	1419991	2845
998	1421376	1422
999	1422786	0
